,Year,Origin State,Material Group Description,Material Description,Purchased Quantity LB,Purchased Value $
451,2011,IN,"VEGETABLE, CANNED",TOMATO SAUCE CAN-6/10,36252.0,13023.36
452,2011,IN,"VEGETABLE, CANNED",SPAGHETTI SAUCE MEATLESS CAN-6/10,2081310.0,684383.28
453,2011,IN,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,570720.0,179457.0
454,2011,IN,"VEGETABLE, CANNED",TOMATO CAN-24/300,422820.0,183821.4
455,2011,IN,"VEGETABLE, CANNED",TOMATO DICED CAN-24/300,2043630.0,854469.0
456,2011,IN,"VEGETABLE, CANNED",TOMATO DICED CAN-6/10,1779084.0,606388.8
457,2011,IN,"VEGETABLE, CANNED",TOMATO SAUCE CAN-24/300,6781725.0,2491513.2
458,2011,IN,"VEGETABLE, CANNED",SPAGHETTI SAUCE MEATLESS CAN-24/300,3171150.0,1220767.2
459,2011,IN,"VEGETABLE, CANNED",TOMATO SALSA CAN-6/10,1885104.0,867731.52
460,2011,IN,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,160000.0,411616.0
461,2011,IN,EGG PRODUCTS,EGGS WHOLE LIQ BULK -TANK,96000.0,55892.0
462,2011,IN,EGG PRODUCTS,EGGS WHOLE FRZ CTN-6/5 LB,400200.0,356145.99
463,2011,IN,EGG PRODUCTS,EGGS WHOLE FRZ CTN-6/5 LB,160080.0,107014.0
464,2011,IN,SHELL EGG,EGGS 15 DOZEN,303750.0,244856.25
465,2011,IN,SHELL EGG,EGGS 15 DOZEN,101250.0,66240.0
466,2011,IN,SHELL EGG,EGGS 15 DOZEN,67500.0,46065.0
467,2011,IN,"VEGETABLE, CANNED",TOMATO DICED CAN-24/300,2360745.0,983268.0
468,2011,IN,"VEGETABLE, CANNED",SPAGHETTI SAUCE MEATLESS CAN-24/300,5103000.0,1936974.0
469,2011,IN,"VEGETABLE, CANNED",TOMATO SALSA CAN-6/10,2320128.0,1015530.0
470,2011,IN,"VEGETABLE, CANNED",TOMATO SAUCE CAN-6/10,688788.0,207897.0
471,2011,IN,"VEGETABLE, CANNED",TOMATO CAN-24/300,845640.0,359204.0
472,2011,IN,"VEGETABLE, CANNED",TOMATO DICED CAN-6/10,1897506.0,603485.0
473,2011,IN,"VEGETABLE, CANNED",SPAGHETTI SAUCE MEATLESS CAN-6/10,2648940.0,805657.0
474,2011,IN,"VEGETABLE, CANNED",TOMATO SAUCE CAN-24/300,1514700.0,553599.0
475,2011,KS,"FLOUR, WHEAT",FLR-AP ENR BL,2485440.0,641131.34
476,2011,KS,"FLOUR, WHEAT",FLOUR ALL PURP ENRCH BLCH BAG-50 LB ,43200.0,13694.4
477,2011,KS,"FLOUR, WHEAT",FLOUR ALL PURP ENRCH BLCH BAG-8/5 LB ,3630720.0,1028960.89
478,2011,KS,"FLOUR, BAKERY",FLR-BKR HD W BL,518400.0,125724.97
479,2011,KS,"FLOUR, BAKERY",FLR-BKR HD W BL,855000.0,171130.5
480,2011,KS,"FLOUR, BAKERY",FLOUR BAKER HARD WHT BLCH BAG-50 LB ,475200.0,138801.61
481,2011,KS,"FLOUR, BAKERY",FLOUR BAKER HARD WHT BLCH-BULK ,1530000.0,318775.5
482,2011,KS,"FLOUR, BAKERY",FLOUR BAKER HARD WHT UNBLCH-BULK ,675000.0,137754.0
483,2011,KS,"FLOUR, WHEAT",FLR-BRD ENR BL,385560.0,94205.16
484,2011,KS,"FLOUR, WHEAT",FLOUR BREAD ENRCH BLCH BAG-8/5 LB ,214200.0,66209.22
485,2011,KS,"FLOUR, WHEAT",FLOUR BREAD ENRCH UNBLCH BAG-8/5 LB ,42840.0,13151.88
486,2011,KS,"FLOUR, BAKERY",FLOUR BREAD-BULK ,1035000.0,301950.0
487,2011,KS,"FLOUR, WHEAT",FLR-WHOLE WHT,214200.0,48289.25
488,2011,KS,"FLOUR, WHEAT",FLOUR WHOLE WHEAT BAG-50 LB ,172800.0,48146.41
489,2011,KS,"FLOUR, WHEAT",FLOUR WHOLE WHEAT BAG-8/5 LB ,224880.0,60524.58
490,2011,KS,CORN PRODUCTS,"GRITS-CORN, WHT",2056320.0,623480.56
491,2011,KS,CORN PRODUCTS,GRITS CORN WHITE BAG-8/5 LB ,1028160.0,344112.29
492,2011,KS,CORN PRODUCTS,GRITS-FINE YEL,471240.0,149430.21
493,2011,KS,CORN PRODUCTS,GRITS FINE YELLOW BAG-8/5 LB ,257040.0,84861.76
494,2011,KS,"BEANS, DRY",BEANS BABY LIMA DRY PKG-12/2 LB,226368.0,170263.68
495,2011,KS,"BEANS, DRY",BEANS GREAT NORTHERN DRY PKG-12/2 LB,403200.0,273100.8
496,2011,KS,"BEANS, DRY",BEANS PINTO DRY PKG-12/2 LB,1588608.0,962085.6
497,2011,KS,"BEANS, DRY",BEANS PINTO DRY PKG-12/2 LB,2943360.0,1030272.0
498,2011,KS,"BEANS, DRY",LENTILS DRY PKG 12/2 LB,483840.0,281654.2
499,2011,KS,"HAM, FULLY COOKED",PORK HAM WATERAD SLC FRZ PKG-8/5 LB,1640000.0,3397860.0
500,2011,KS,"HAM, FULLY COOKED",PORK HAM WATERAD SLC FRZ PKG-8/5 LB,960000.0,1895712.0
501,2011,KS,"HAM, FULLY COOKED",PORK HAM WTRADCBEDFRZ PKG-4/10 OR 8/5 LB,1320000.0,2518580.0
502,2011,KS,"HAM, FULLY COOKED",PORK HAM WTRADCBEDFRZ PKG-4/10 OR 8/5 LB,1040000.0,1938001.0
503,2011,KS,"BEEF, ROAST",BEEF ROAST ROUND FRZ CTN-38-42 LB,80000.0,269600.0
504,2011,KS,"BEEF, FRESH",BEEF FRESH BNLS COMBO-20/2000 LB,2640000.0,6042076.0
505,2011,KS,"BEEF, FRESH",BEEF FRESH BNLS COMBO-20/2000 LB,5000000.0,9999944.0
506,2011,KY,PEANUT PRODUCTS,PNUT BUTTR SMTH,2628485.0,2386686.0
507,2011,KY,PEANUT PRODUCTS,PEANUT BUTTER SMOOTH DRUM-500 LB ,1000000.0,1588600.0
508,2011,KY,PEANUT PRODUCTS,PEANUT BUTTER SMOOTH JAR-12/18 OZ ,622080.0,997392.55
509,2011,KY,"CEREAL, PROCESSED",PANCAKES WW FZN,158759.0,120883.65
510,2011,KY,"CEREAL, PROCESSED",WHOLE WHEAT PANCAKES FZN-144 COUNT ,635040.0,462036.96
511,2011,KY,"CHICKEN, FROZEN",CHICKEN CUT-UP FRZ CTN-40 LB,560000.0,434364.0
512,2011,KY,"CHICKEN, FROZEN",CHICKEN LEG QTR FRZ BAG-4/10 LB,3420000.0,1999096.4
513,2011,KY,"CHICKEN, FROZEN",CHICKEN THIGH/DRUMSTICK FRZ PKG-8/5 LB,4674000.0,3346033.01
514,2011,KY,"PORK, FROZEN",PORK ROAST LEG FRZ CTN-32-40 LB,160000.0,222776.0
515,2011,LA,"VEGETABLE, CANNED",SWEET POTATOES W/ SYRUP CAN-6/10,295488.0,173717.76
516,2011,LA,"VEGETABLE, CANNED",SWEET POTATOES W/ SYRUP CAN-6/10,36936.0,17173.0
517,2011,LA,"VEGETABLE, CANNED",SWEET POTATOES MASHED CAN-6/10,149568.0,81312.0
518,2011,LA,"VEGETABLE, CANNED",SWEET POTATOES W/ SYRUP CAN-24/300,206550.0,117077.0
519,2011,MA,"VEG OIL PROD, KOSHER",K OIL VEGETABLE BTL-8/48 OZ ,152460.0,116906.35
520,2011,MA,VEG OIL PROD DOM,OIL SOYBEAN LOW SAT FAT BTL-6/1 GAL ,36960.0,33785.14
521,2011,MA,VEG OIL PROD DOM,OIL-VEGETABLE,2550240.0,1658014.49
522,2011,MA,VEG OIL PROD DOM,OIL VEGETABLE BTL-6/1 GAL ,739200.0,597964.72
523,2011,MA,VEG OIL PROD DOM,OIL VEGETABLE BTL-8/48 OZ ,30492.0,24265.53
524,2011,MA,VEG OIL PROD DOM,OIL-VEGETABLE,336000.0,193156.8
525,2011,MA,VEG OIL PROD DOM,OIL VEGETABLE-BULK ,624000.0,419452.8
526,2011,MA,"CRACKER PROD, PROC","WHOLE WHEAT TORTILLA 8"" CTN 24/12 1.5 ",121500.0,110970.0
527,2011,MA,"FRUIT, FRESH   ",APPLES FRESH 40 LB CTN,35574.0,16170.0
528,2011,MA,"VEGETABLE, FRESH",POTATO BULK FOR PROCESS FRZ,6960000.0,683472.0
529,2011,MD,"VEGETABLE, CANNED",CORN CREAM STYLE CAN-24/300,109350.0,57591.0
530,2011,MD,"VEGETABLE, CANNED",CORN WHOLE KERNEL CAN-24/300,981036.0,507516.3
531,2011,MD,"VEGETABLE, CANNED",SOUP CRM OF CHICKEN RDU SOD CTN-12/22 OZ,103950.0,102375.0
532,2011,MD,"VEGETABLE, CANNED",SOUP CRM OF MUSHRM RDU SOD CTN-12/22 OZ,103950.0,97650.0
533,2011,MD,"VEGETABLE, CANNED",CORN WHOLE KERNEL CAN-24/300,16992945.0,6982485.0
534,2011,MD,"VEGETABLE, CANNED",CORN CREAM STYLE CAN-24/300,3389850.0,1552592.0
535,2011,ME,"VEGETABLE, FRESH",POTATO BULK FOR PROCESS FRZ,25520000.0,2477992.0
536,2011,ME,"VEGETABLE, FRESH",POTATO BULK FOR PROCESS FRZ,640000.0,62400.0
537,2011,ME,"FRUIT, FRESH",PEARS BARTLETT FRESH CTN-45 LB,121500.0,72063.0
538,2011,ME,"VEGETABLE, FRESH",POTATOES RUSSET FRESH BAG-10/5 LB,3280000.0,798360.0
539,2011,ME,"VEGETABLE, FROZEN",POTATOES ROUNDS FRZ PKG-6/5 LB,2296800.0,1102604.0
540,2011,ME,"VEGETABLE, FRESH",POTATOES ROUND WHITE FRESH BAG-10/5 LB,560000.0,143480.0
541,2011,MI,"CEREAL, FORTIFIED",CEREAL CORN RICE BISC 1344 PKG-14/12 OZ ,931392.0,1157601.62
542,2011,MI,"CEREAL, FORTIFIED",CERL-FT RTE CRN,740880.0,989637.85
543,2011,MI,"CEREAL, FORTIFIED",CEREAL CORN SQUARES 1344 PKG-14/14 OZ ,559776.0,739398.32
544,2011,MI,"CEREAL, FORTIFIED",CEREAL RICE 1080 PKG-16/12 OZ ,466560.0,648611.65
545,2011,MI,"CEREAL, FORTIFIED",CERL-WT BN FLK,1383457.0,1689827.52
546,2011,MI,"CEREAL, FORTIFIED",CEREAL WT BRAN FLKS 1344 PKG-14/17.3OZ ,1525810.0,1828351.22
547,2011,MI,"CEREAL, INSTANT",CERL-INST RCE E,24960.0,79971.84
548,2011,MI,"CEREAL, PROCESSED",OATS ROLLED TUBE-12/42 OZ ,98280.0,58968.0
549,2011,MI,VEG OIL PROD DOM,OIL-VEGETABLE,192000.0,113697.6
550,2011,MI,VEG OIL PROD DOM,OIL VEGETABLE-BULK ,1920000.0,1311936.0
551,2011,MI,"VEGETABLE, CANNED",BEANS BLACK TURTLE CAN-6/10,34992.0,16839.36
552,2011,MI,"VEGETABLE, CANNED",BEANS BLACK TURTLE CAN-6/10,34992.0,14040.0
553,2011,MI,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,1615680.0,768845.9
554,2011,MI,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,2019600.0,842847.0
555,2011,MI,"VEGETABLE, CANNED",BEANS SMALL RED CAN-6/10,174960.0,51762.0
556,2011,MI,"VEGETABLE, CANNED",BEANS RED KIDNEY CAN-6/10,34992.0,13988.0
557,2011,MI,"VEGETABLE, CANNED",BEANS PINTO CAN-6/10,209952.0,86469.12
558,2011,MI,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-24/300,355725.0,189704.7
559,2011,MI,"VEGETABLE, CANNED",BEANS BABY LIMA CAN-6/10,104976.0,55728.0
560,2011,MI,"VEGETABLE, CANNED",BEANS BABY LIMA CAN-6/10,853619.0,399516.0
561,2011,MI,"VEGETABLE, CANNED",BEANS LIGHT RED KIDNEY CAN-24/300,177862.5,88975.7
562,2011,MI,"VEGETABLE, CANNED",BEANS LIGHT RED KIDNEY CAN-24/300,1173909.0,495112.0
563,2011,MI,"VEGETABLE, FROZEN",PEAS GREEN FRZ CTN-30 LB,1069200.0,651585.0
564,2011,MI,"VEGETABLE, FROZEN",BEANS GREEN FRZ CTN-30 LB,554400.0,361284.0
565,2011,MI,"VEGETABLE, FROZEN",CARROTS FRZ CTN-30 LB,752400.0,436656.0
566,2011,MI,"VEGETABLE, FROZEN",SWEET POTATOES RANDOM CUT FRZ PKG-6/5 LB,554400.0,390377.0
567,2011,MI,"FRUIT, CANNED",APPLESAUCE CAN-24/300,5503950.0,3767229.0
568,2011,MI,"FRUIT, CANNED",APPLESAUCE CAN-6/10,701784.0,542986.56
569,2011,MI,"FRUIT, JUICE",GRAPE CONCORD JUICE PLST BTL-8/64 FL OZ,5386170.0,3961256.0
570,2011,MI,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,285360.0,191962.0
571,2011,MI,"FRUIT, JUICE",CRANBERRYAPPLE JUICE PLST BTL-8/64 FL OZ,107010.0,59091.25
572,2011,MI,"VEGETABLE, CANNED",CARROTS CAN-24/300,1822500.0,994680.0
573,2011,MI,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,3084480.0,1616062.5
574,2011,MI,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-6/10,454896.0,197328.96
575,2011,MI,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-6/10,244944.0,83705.0
576,2011,MI,"VEGETABLE, CANNED",BEANS PINTO CAN-6/10,314928.0,126290.88
577,2011,MI,"VEGETABLE, CANNED",BEANS PINTO CAN-6/10,209952.0,76577.0
578,2011,MI,"FRUIT, FRESH",APPLES MCINTOSH FRESH CTN-37 LB,106722.0,52427.76
579,2011,MI,"FRUIT, FRESH",APPLES JONATHAN FRESH CTN-37 LB,35574.0,16142.28
580,2011,MI,"FRUIT, FRESH",APPLES RED DELICIOUS FRESH CTN-40 LB,35574.0,18221.28
581,2011,MI,"FRUIT, FRESH",APPLES ROME BEAUTY FRESH CTN-40 LB,71148.0,28902.72
582,2011,MI,"FRUIT, CANNED",APPLE SLICES CAN-6/10,2062944.0,1211947.68
583,2011,MI,"FRUIT, CANNED",APPLESAUCE CAN-24/300,255150.0,169063.2
584,2011,MI,"FRUIT, CANNED",APPLESAUCE CAN-6/10,5909760.0,2661389.28
585,2011,MI,"FRUIT, CANNED",CHERRIES RED TART PITTED CAN-6/10,563543.04,432269.76
586,2011,MI,"FRUIT, CANNED",K APPLESAUCE CAN-6/10,221616.0,119891.52
587,2011,MI,"FRUIT, FROZEN",APPLE SLICES FRZ CTN-30 LB,2098800.0,797636.4
588,2011,MI,"FRUIT, JUICE",APPLE JUICE PLST BTL-8/64 FL OZ,6598950.0,2591282.0
589,2011,MI,"FRUIT, JUICE",CHERRY APPLE JUICE PLST BTL-8/64 FL OZ,499380.0,267453.25
590,2011,MI,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,18940770.0,11042038.0
591,2011,MI,"FRUIT, JUICE",CRANBERRYAPPLE JUICE PLST BTL-8/64 FL OZ,7526370.0,3498909.25
592,2011,MI,"FRUIT, CANNED",APPLESAUCE CAN-24/300,72900.0,53719.2
593,2011,MI,"FRUIT, FROZEN",APPLE SLICES FRZ CTN-30 LB,1227600.0,537543.6
594,2011,MI,"FRUIT, FRESH",APPLES JONATHAN FRESH CTN-37 LB,35574.0,16022.16
595,2011,MI,"FRUIT, FRESH",APPLES GOLDEN DELICIOUS FRESH CTN-37 LB,71071.0,36911.82
596,2011,MI,"FRUIT, FRESH",APPLES CORTLAND FRESH CTN-37 LB,35574.0,14109.48
597,2011,MI,"FRUIT, FRESH",APPLES RED DELICIOUS FRESH CTN-40 LB,177947.0,79964.94
598,2011,MI,"FRUIT, FRESH",APPLES EMPIRE FRESH CTN-40 LB,142296.0,61981.92
599,2011,MI,"FRUIT, FRESH",APPLES GALA FRESH G CARTON-40 LB,35574.0,17897.88
600,2011,MI,"FRUIT, FRESH",APPLES BRAEBURNN FRESH B CARTON-40 LB,71148.0,41247.36
601,2011,MI,"FRUIT, FRESH",APPLES FOR FURTHER PROCESSING # BULK,435600.0,254232.0
602,2011,MI,"FRUIT, FROZEN",CHERRIES RED TART PITTED FRZ CTN-30 LB,652800.0,537446.4
603,2011,MI,"FRUIT, FROZEN",CHERRIES FRZ IQF CTN-40 LB,307200.0,263260.8
604,2011,MI,"VEGETABLE, CANNED",BEANS GREEN CAN-24/300,387585.0,193347.0
605,2011,MI,"VEGETABLE, CANNED",PUMPKIN CAN-24/300,364500.0,413618.4
606,2011,MI,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,881280.0,383219.1
607,2011,MI,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-6/10,314928.0,137289.6
608,2011,MI,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-6/10,174960.0,80749.44
609,2011,MI,"VEGETABLE, CANNED",BEANS RED KIDNEY CAN-6/10,34992.0,15880.32
610,2011,MI,"VEGETABLE, CANNED",BEANS LIGHT RED KIDNEY CAN-24/300,604732.5,270810.0
611,2011,MI,"VEGETABLE, CANNED",K BEANS GREEN CAN-6/10,103968.0,63092.16
612,2011,MI,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,146880.0,64091.7
613,2011,MI,"FRUIT, JUICE",APPLE JUICE PLST BTL-8/64 FL OZ,606390.0,207931.5
614,2011,MI,"FRUIT, JUICE",CRANBERRYAPPLE JUICE PLST BTL-8/64 FL OZ,392370.0,161458.0
615,2011,MI,"VEGETABLE, CANNED",BEANS PINTO CAN-6/10,104976.0,42914.88
616,2011,MI,"FRUIT, JUICE",APPLE JUICE PLST BTL-8/64 FL OZ,71340.0,27675.0
617,2011,MI,"FRUIT, JUICE",GRAPE CONCORD JUICE PLST BTL-8/64 FL OZ,1070100.0,780250.5
618,2011,MI,"FRUIT, JUICE",APPLE JUICE PLST BTL-8/64 FL OZ,142680.0,76403.5
619,2011,MI,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,963090.0,550794.0
620,2011,MI,"FRUIT, JUICE",CRANBERRYAPPLE JUICE PLST BTL-8/64 FL OZ,321030.0,199864.75
621,2011,MI,"FRUIT, FROZEN",PEACH FREESTONE DICED FRZ CUP-96/4.4 OZ,443520.0,428386.0
622,2011,MI,"VEGETABLE, CANNED",BEANS GREEN CAN-6/10,69312.0,28510.0
623,2011,MI,"VEGETABLE, CANNED",CARROTS CAN-24/300,72900.0,36540.0
624,2011,MI,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,36720.0,15989.0
625,2011,MI,"FRUIT, JUICE",GRAPE CONCORD JUICE PLST BTL-8/64 FL OZ,7134000.0,4966903.0
626,2011,MI,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,8025750.0,3779875.0
627,2011,MI,"FRUIT, JUICE",CRANBERRYAPPLE JUICE PLST BTL-8/64 FL OZ,1890510.0,964786.0
628,2011,MI,"FRUIT, JUICE ",APPLE JUICE PLST BTL-8/64 FL OZ,6295737.0,2636450.0
629,2011,MI,"FRUIT, DRIED  ",CHERRIES DRIED PKG-8/2 LB,177408.0,664115.0
630,2011,MI,"FRUIT, FRESH   ",APPLES FRESH SLC-100/2 OZ,594000.0,826848.0
631,2011,MI,"FRUIT, FRESH   ",APPLES FRESH SLC-200/2 OZ,218400.0,295276.0
632,2011,MI,"FRUIT, FRESH   ",APPLES FRESH 37 LB CTN,106722.0,44869.0
633,2011,MI,"FRUIT, FRESH   ",APPLES FRESH 40 LB CTN,71148.0,28755.0
634,2011,MI,"FRUIT, FRESH   ",APPLES FRESH B 40 LB CARTON,142296.0,60171.0
635,2011,MI,"FRUIT, FRESH   ",APPLES FRESH G 40 LB CARTON,71148.0,31786.0
636,2011,MI,"FRUIT, CANNED  ",APPLE SLICES CAN-6/10,1493856.0,682013.0
637,2011,MI,"FRUIT, FROZEN  ",APPLE SLICES FRZ CTN-30 LB,1504800.0,627224.0
638,2011,MI,"FRUIT, CANNED  ",APPLESAUCE CAN-6/10,1772928.0,757741.0
639,2011,MI,"FRUIT, CANNED  ",APPLESAUCE CAN-24/300,12465900.0,7857604.0
640,2011,MI,"FRUIT, CANNED  ",CHERRIES RED TART PITTED CAN-6/10,176130.0,128037.0
641,2011,MI,"FRUIT, FROZEN  ",CHERRIES FRZ IQF CTN-40 LB,345600.0,261918.0
642,2011,MI,"FRUIT, FROZEN  ",CHERRIES RED TART PITTED FRZ CTN-30 LB,230400.0,159373.0
643,2011,MN,"CHEESE, PROCESSED",CHEESE BLEND,4395600.0,7072981.05
644,2011,MN,"CHEESE, PROCESSED",CHEESE BLEND AMER SKM LVS-12/2 LB ,356400.0,774449.28
645,2011,MN,"CHEESE, PROCESSED",CHEESE BLEND AMER SKM WHT SLC LVS-6/5 LB ,118800.0,223276.68
646,2011,MN,"CHEESE, PROCESSED",CHEESE BLEND AMER SKM YEL SLC LVS-6/5 LB ,1504800.0,3067182.36
647,2011,MN,"CHEESE, NATURAL AMER",CHEESE CHED YEL BLOCK-40 LB ,361335.0,751399.52
648,2011,MN,"CHEESE, NATURAL AMER",CHEESE-NTL AM,2760000.0,4972348.0
649,2011,MN,"CHEESE, NATURAL AMER",CHEESE NATURAL AMER FBD BARREL-500 LB ,8280000.0,17457376.0
650,2011,MN,"CHEESE, PROCESSED",CHEESE PROCESS WHT SLC LVS-6/5 LB ,712800.0,1499398.56
651,2011,MN,"CHEESE, PROCESSED",CH PROC SLC YEL,198000.0,315350.63
652,2011,MN,"CHEESE, PROCESSED",CHEESE PROCESS YEL SLC LVS-6/5 LB ,3088800.0,6349298.89
653,2011,MN,N/A (CHES PROC KOSH),KSHR PROC SLC W,158400.0,340314.48
654,2011,MN,N/A (CHES PROC KOSH),K CHEESE PROCESS WHT SLC LVS-6/5 LB ,158400.0,377728.56
655,2011,MN,"PASTA, OTHER",PASTA-SPAGHETTI,2484800.0,1019642.31
656,2011,MN,"PASTA, OTHER",PASTA SPAGHETTI CTN-20 LB ,200000.0,118088.0
657,2011,MN,"PASTA, OTHER",PASTA SPAGHETTI PKG-12/2 LB ,4651200.0,2699307.6
658,2011,MN,"CRACKER PROD, PROC","WWTORTILLA 8""FZ",1944000.0,1111919.42
659,2011,MN,"CRACKER PROD, PROC","WHOLE WHEAT TORTILLA 8"" CTN 24/12 1.5 ",81000.0,53662.5
660,2011,MN,"CRACKER PROD, PROC","WHOLE WHEAT TORTILLA 8"" CTN-12/24 1.5 ",1701000.0,1089899.6
661,2011,MN,"BEANS, DRY",BEANS GREAT NORTHERN DRY PKG-12/2 LB,524160.0,318847.6
662,2011,MN,"BEANS, DRY",BEANS PINTO DRY PKG-12/2 LB,3749760.0,2090096.0
663,2011,MN,"BEANS, DRY",BEANS LIGHT RED KIDNEY DRY PKG-12/2 LB,403200.0,314277.6
664,2011,MN,"BEANS, DRY",BEANS GREAT NORTHERN DRY PKG-12/2 LB,524160.0,222404.0
665,2011,MN,"BEANS, DRY",BEANS PINTO DRY BAG-25 LB,240000.0,68080.0
666,2011,MN,"BEANS, DRY",LENTILS DRY PKG 12/2 LB,161280.0,83985.0
667,2011,MN,"VEGETABLE, FROZEN",BEANS GREEN FRZ CTN-30 LB,1267200.0,871015.2
668,2011,MN,"VEGETABLE, FROZEN",CORN COB FRZ CSE-96,237600.0,70949.0
669,2011,MN,"VEGETABLE, CANNED",CORN WHOLE KERNEL CAN-24/300,1156221.0,670996.8
670,2011,MN,"VEGETABLE, CANNED",PEAS CAN-24/300,328050.0,182817.0
671,2011,MN,"VEGETABLE, CANNED",K PEAS CAN-6/10,72048.0,43557.12
672,2011,MN,"VEGETABLE, CANNED",CARROTS CAN-24/300,1458000.0,812559.6
673,2011,MN,"VEGETABLE, CANNED",CORN WHOLE KERNEL CAN-24/300,1331406.0,737934.3
674,2011,MN,"VEGETABLE, CANNED",PEAS CAN-24/300,400950.0,224029.8
675,2011,MN,"PORK, FROZEN",PORK ROAST LEG FRZ CTN-32-40 LB,2168800.0,3610169.96
676,2011,MN,"PORK, FROZEN",PORK ROAST LEG FRZ CTN-32-40 LB,2250000.0,3208319.0
677,2011,MN,"PORK, FROZEN",PORK PICNIC BNLS FRZ CTN-60 LB,1221420.0,1709071.53
678,2011,MN,"PORK, FROZEN",PORK PICNIC BNLS FRZ CTN-60 LB,1560780.0,1825454.0
679,2011,MN,"PORK, FROZEN",PORK BNLS LEG ROASTS - BULK CTN-60 LB,294000.0,473604.6
680,2011,MN,"BEEF, CANNED",BEEF CAN-24/24 OZ,3276000.0,10484355.59
681,2011,MN,"BEEF, CANNED",BEEF CAN-24/24 OZ,3024000.0,9075173.0
682,2011,MN,"PORK, CANNED",PORK CAN-24/24 OZ,2124000.0,4809674.0
683,2011,MN,"PORK, CANNED",PORK CAN-24/24 OZ,1980000.0,4876207.21
684,2011,MN,"TURKEY, FROZEN",TURKEY CONSUMER PACK WHOLE CTN-30-60 LB,345420.0,403005.36
685,2011,MN,"TURKEY, FROZEN",TURKEY ROASTS FRZ CTN-32-48 LB,1818000.0,3964565.12
686,2011,MN,"TURKEY, FROZEN",TURKEY ROASTS FRZ CTN-32-48 LB,1400000.0,3035200.0
687,2011,MN,"TURKEY, COOKED",TURKEY HAMS SMKD FRZ CTN-40 LB,1010000.0,1858198.0
688,2011,MN,"TURKEY, COOKED",TURKEY HAMS SMKD FRZ CTN-40 LB,2040000.0,3490480.0
689,2011,MN,"TURKEY, COOKED",TURKEY BREAST DELI FRZ CTN-40 LB,720000.0,1636840.0
690,2011,MN,"TURKEY, COOKED",TURKEY BREAST SMKD DELI FRZ CTN-40 LB,240000.0,539868.0
691,2011,MN,"TURKEY, BULK",TURKEY CHILLED -BULK,2700000.0,2405801.0
692,2011,MN,"TURKEY, BULK",TURKEY CHILLED -BULK,15444000.0,15877548.01
693,2011,MN,"TURKEY, BULK",TURKEY THIGHS BNLS SKNLS CHILLED-BULK,1512000.0,1989338.4
694,2011,MN,"TURKEY, BULK",TURKEY THIGHS BNLS SKNLS CHILLED-BULK,288000.0,366450.0
695,2011,MN,"VEGETABLE, CANNED",CORN WHOLE KERNEL(LIQ) CAN-6/10,2827656.0,1096628.0
696,2011,MN,"VEGETABLE, CANNED",CORN WHOLE KERNEL CAN-24/300,26032490.0,11758875.0
697,2011,MN,"VEGETABLE, CANNED",CORN CREAM STYLE CAN-24/300,2223450.0,1107053.0
698,2011,MN,"VEGETABLE, CANNED",PEAS CAN-6/10,207138.0,89832.0
699,2011,MN,"VEGETABLE, CANNED",PEAS CAN-24/300,2587950.0,1144146.0
700,2011,MO,CORN PRODUCTS,CORNMEAL-DEG YL,514080.0,109858.91
701,2011,MO,CORN PRODUCTS,CORNMEAL DEGERMED YELLOW BAG-8/5 LB ,257040.0,64388.52
702,2011,MO,"PASTA, OTHER",PSTA PROD-EGNDL,576000.0,445821.7
703,2011,MO,"PASTA, OTHER",EGGNOODLE 1/2 INCH WIDE PKG-12/1 LB ,622080.0,490553.87
704,2011,MO,"PASTA, MACARONI",PASTA-MAC PLN E,3303200.0,1790363.67
705,2011,MO,"PASTA, MACARONI",PASTA MACARONI PLAIN ELBOW CTN-20 LB ,240000.0,126272.0
706,2011,MO,"PASTA, MACARONI",PASTA MACARONI PLAIN ELBOW PKG-24/1 LB ,2325600.0,1337121.36
707,2011,MO,"PASTA, MACARONI",PASTA-ROTINI,196000.0,91585.2
708,2011,MO,"PASTA, MACARONI",PASTA ROTINI MACARONI CTN-20 LB ,112000.0,63210.0
709,2011,MO,"PASTA, OTHER",PASTA-SPAGHETTI,5872800.0,3047577.65
710,2011,MO,"PASTA, OTHER",PASTA SPAGHETTI CTN-20 LB ,40000.0,21640.0
