Year,Origin State,Material Group Description,Material Description,Purchased Quantity LB,Purchased Value $
2022,AK,"FISH, CANNED",K SALMON PINK CAN-24/14.75 OZ (33630),269040.0,827837.6
2022,AK,"FISH, CANNED",SALMON PINK CAN-24/14.75 OZ (33630),1008900.0,3003200.8
2022,AK,"FISH, CANNED",SALMON RED CAN-24/14.75 OZ,739860.0,4986664.0
2022,AK,"FISH, CANNED",SALMON PINK CAN-24/14.75 OZ (33630),571710.0,1748912.0
2022,AK,"FISH, CANNED",SALMON PINK CAN-24/14.75 OZ (33630),14326380.0,45362971.2
2022,AK,"FISH, CANNED",SALMON PINK CAN-24/14.75 OZ (33630),100890.0,333108.0
2022,AK,"FISH, CANNED",K SALMON PINK CAN-24/14.75 OZ (33630),134520.0,423578.4
2022,AK,"FISH, CANNED",SALMON PINK CAN-24/14.75 OZ (33630),1210680.0,3796156.25
2022,AK,"FISH, CANNED",SALMON PINK CAN-24/14.75 OZ (33630),33630.0,105944.0
2022,AK,"FISH, CANNED",K SALMON PINK CAN-24/14.75 OZ (33630),33630.0,106612.8
2022,AK,"FISH, CANNED",SALMON PINK CAN-24/14.75 OZ (33630),134520.0,429840.8
2022,AK,"FISH, CANNED",SALMON RED CAN-24/14.75 OZ,201780.0,1223448.0
2022,AK,"FISH, CANNED",SALMON RED CAN-24/14.75 OZ,3161220.0,19002128.0
2022,AK,"FISH, FROZEN",SALMON FILLETS WILD FRZ PKG-40/1 LB,216000.0,2666232.0
2022,AK,"FISH, FROZEN",PACIFIC ROCKFISH FILLETS FRZ PKG-20/2 LB,288000.0,1291770.0
2022,AL,"CHICKEN, COOKED",CHICKEN STRIPS FRZ CTN-30 LB,429000.0,1887600.0
2022,AL,"CHICKEN, COOKED",CHICKEN STRIPS FRZ CTN-30 LB,1209000.0,5319600.0
2022,AL,"CHICKEN, COOKED",CHICKEN FILLETS UNBRD FRZ CTN-30 LB,702000.0,3088800.0
2022,AL,"CHICKEN, COOKED",CHICKEN STRIPS FRZ CTN-30 LB,600.0,2879.4
2022,AL,"CHICKEN, COOKED",CHICKEN FILLETS UNBRD FRZ CTN-30 LB,30.0,143.97
2022,AL,"CHICKEN, COOKED",CHICKEN STRIPS FRZ CTN-30 LB,506400.0,2430213.6
2022,AL,"CHICKEN, COOKED",CHICKEN FILLETS UNBRD FRZ CTN-30 LB,194970.0,935661.03
2022,AL,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,819000.0,2846694.44
2022,AL,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,273000.0,953288.8
2022,AL,"CHICKEN, COOKED",CHICKEN STRIPS FRZ CTN-30 LB,1798110.0,8985545.67
2022,AL,"CHICKEN, COOKED",CHICKEN FILLETS UNBRD FRZ CTN-30 LB,867750.0,4336146.75
2022,AL,"CHICKEN, COOKED",CHICKEN STRIPS FRZ CTN-30 LB,5010.0,25034.97
2022,AL,"CHICKEN, COOKED",CHICKEN STRIPS FRZ CTN-30 LB,9210.0,46022.37
2022,AL,"CHICKEN, COOKED",CHICKEN FILLETS UNBRD FRZ CTN-30 LB,1110.0,5546.67
2022,AL,"CHICKEN, COOKED",CHICKEN STRIPS FRZ CTN-30 LB,797670.0,3986346.99
2022,AL,"CHICKEN, COOKED",CHICKEN FILLETS UNBRD FRZ CTN-30 LB,337140.0,1684688.58
2022,AL,"CHICKEN, COOKED",CHICKEN STRIPS FRZ CTN-30 LB,42000.0,209874.0
2022,AL,"CHICKEN, COOKED",CHICKEN FILLETS UNBRD FRZ CTN-30 LB,3000.0,14991.0
2022,AL,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,429000.0,1494604.8
2022,AL,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,858000.0,2992790.43
2022,AL,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,390000.0,1354789.6
2022,AL,"CHICKEN, COOKED",CHICKEN STRIPS FRZ CTN-30 LB,1590.0,7202.68
2022,AL,"CHICKEN, COOKED",CHICKEN STRIPS FRZ CTN-30 LB,895410.0,4043756.91
2022,AL,"CHICKEN, COOKED",CHICKEN FILLETS UNBRD FRZ CTN-30 LB,273000.0,1233646.62
2022,AL,"CHICKEN, FROZEN",CHICKEN BREAST BNLS IQF PKG-10/48 OZ,39000.0,101010.0
2022,AL,"CHICKEN, FROZEN",CHICKEN BREAST BNLS IQF PKG-10/48 OZ,78000.0,310440.0
2022,AL,"CHICKEN, FROZEN",CHICKEN BREAST BNLS IQF PKG-10/48 OZ,39000.0,155220.0
2022,AL,"CHICKEN, FROZEN",CHICKEN BREAST BNLS IQF PKG-10/48 OZ,234000.0,725400.0
2022,AL,"FLOUR, BAKERY",FLOUR BREAD-BULK,2475000.0,792000.0
2022,AL,"FLOUR, BAKERY",FLOUR BREAD-BULK,1125000.0,425457.0
2022,AL,PEANUTS RAW SHELLED,PEANUTS RAW SHELLED-BULK 44000 LB,2684000.0,1449360.0
2022,AL,PEANUTS RAW SHELLED,PEANUTS RAW SHELLED-BULK 44000 LB,2992000.0,1702580.0
2022,AR,"CHICKEN, FROZEN",CHICKEN LEG QTRS FRZ PKG-8/5 LB,4370000.0,2522033.38
2022,AR,"CHICKEN, FROZEN",CHICKEN LEG QTRS FRZ PKG-8/5 LB,3078000.0,2004180.81
2022,AR,"CHICKEN, FROZEN",CHICKEN BREAST BNLS IQF PKG-10/48 OZ,585000.0,1872000.0
2022,AR,"CHICKEN, FROZEN",CHICKEN BREAST BNLS IQF PKG-10/48 OZ,78000.0,258921.01
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-24/2 LB,168000.0,165160.8
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-30/2 LB,42000.0,40597.2
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-30/1 LB,294000.0,294713.99
2022,AR,"RICE, GRAIN",RICE US#1 LONG GRAIN PARBOILED BAG-25 LB,84000.0,32222.4
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED BAG-25 LB,168000.0,71740.2
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/2 LB,630000.0,268963.8
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/1 LB,40320.0,19543.1
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-24/2 LB,42000.0,42676.2
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-30/2 LB,252000.0,279396.6
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/1 LB,40320.0,18297.22
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-30/1 LB,336000.0,341401.21
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-24/2 LB,2400.0,2410.8
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-24/2 LB,207600.0,198021.6
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED BAG-25 LB,42000.0,18362.4
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-30/1 LB,126000.0,132556.2
2022,AR,"RICE, GRAIN",RICE US#2 MEDIUM GRAIN PKG-24/2 LB,252000.0,141691.2
2022,AR,"RICE, GRAIN",RICE US#2 MEDIUM GRAIN PKG-30/2 LB,546000.0,297318.0
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/2 LB,336000.0,158058.59
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-30/2 LB,336000.0,161973.0
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/1 LB,120960.0,53936.07
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-30/2 LB,25200.0,11329.92
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/1 LB,443520.0,224376.79
2022,AR,"RICE, GRAIN",RICE US#2 MEDIUM GRAIN PKG-24/2 LB,252000.0,127919.4
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/2 LB,378000.0,185278.8
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-30/2 LB,58800.0,25168.08
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-30/1 LB,798000.0,861172.2
2022,AR,"RICE, GRAIN",RICE US#1 LONG GRAIN PARBOILED BAG-25 LB,42000.0,28904.4
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-24/2 LB,240192.0,234411.23
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-24/2 LB,126000.0,116356.8
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-30/2 LB,168000.0,159121.2
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-30/1 LB,252000.0,256460.4
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-24/2 LB,42000.0,38845.8
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-24/2 LB,1584.0,1510.03
2022,AR,"RICE, GRAIN",RICE US#1 LONG GRAIN PARBOILED BAG-25 LB,126000.0,75524.4
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-24/2 LB,472224.0,457511.34
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/2 LB,84000.0,38110.8
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-24/2 LB,252000.0,228832.8
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-30/2 LB,252000.0,240265.2
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-30/1 LB,546000.0,531917.4
2022,AR,"RICE, GRAIN",RICE US#1 LONG GRAIN PARBOILED BAG-25 LB,294000.0,255360.0
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED PKG-24/2 LB,294000.0,283344.6
2022,AR,"RICE, GRAIN",RICE BRN US#1 LONG PARBOILED BAG-25 LB,1176000.0,1068685.8
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-30/2 LB,42000.0,17661.0
2022,AR,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/1 LB,120960.0,59984.07
2022,AR,SHELL EGG,EGGS 15 DOZEN,33750.0,18432.0
2022,AR,SHELL EGG,EGGS 15 DOZEN,33750.0,20032.5
2022,AR,SHELL EGG,EGGS 15 DOZEN,33750.0,38697.0
2022,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,36000.0,48240.0
2022,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,36000.0,49320.0
2022,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,72000.0,105120.0
2022,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,108000.0,155520.0
2022,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,180000.0,284400.0
2022,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,216000.0,388800.0
2022,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,216000.0,378000.0
2022,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,71340.0,28515.5
2022,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,285360.0,119361.25
2022,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,35670.0,15231.5
2022,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,214020.0,105585.3
2022,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,998760.0,468178.95
2022,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,35670.0,15416.0
2022,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,499380.0,241008.25
2022,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,713400.0,338711.25
2022,AS,"FISH, CANNED",TUNA CHUNK LIGHT CAN-24/12 OZ,129600.0,385884.0
2022,AS,"FISH, CANNED",TUNA CHUNK LIGHT CAN-24/12 OZ,550800.0,1679562.0
2022,AS,"FISH, CANNED",TUNA CHUNK LIGHT CAN-24/12 OZ,1495800.0,4637559.23
2022,AS,"FISH, CANNED",TUNA CHUNK LIGHT CAN-24/12 OZ,675000.0,1977396.0
2022,AZ,"FRUIT, JUICE",ORANGE JUICE SINGLE CTN-70/4 OZ,3283200.0,2717452.8
2022,AZ,"FRUIT, JUICE",ORANGE JUICE SINGLE CTN-70/4 OZ,364800.0,311301.3
2022,AZ,"FRUIT, JUICE",ORANGE JUICE SINGLE FRZ CUP-96/4 OZ,836352.0,778784.95
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-64 FL OZ,69822.0,30207.33
2022,AZ,"MILK, FRESH-FLUID",MILK 2% FRESH CTR-64 FL OZ,558576.0,231050.88
2022,AZ,"MILK, FRESH-FLUID",MILK WHOLE FRESH CTR-64 FL OZ,487620.0,212577.21
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-128 FL OZ,279288.0,87193.08
2022,AZ,"MILK, FRESH-FLUID",MILK 2% FRESH CTR-128 FL OZ,806832.0,265383.72
2022,AZ,"MILK, FRESH-FLUID",MILK WHOLE FRESH CTR-128 FL OZ,402480.0,150329.16
2022,AZ,"MILK, FRESH-FLUID",MILK SKIM FRESH CTR – 128 FL OZ,62136.0,17278.56
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-64 FL OZ,69822.0,28176.66
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-128 FL OZ,31032.0,9948.96
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-128 FL OZ,31032.0,10732.68
2022,AZ,"MILK, FRESH-FLUID",MILK 2% FRESH CTR-128 FL OZ,837864.0,325436.4
2022,AZ,"MILK, FRESH-FLUID",MILK SKIM FRESH CTR – 128 FL OZ,124272.0,40301.28
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-128 FL OZ,31032.0,12161.88
2022,AZ,"MILK, FRESH-FLUID",MILK 2% FRESH CTR-128 FL OZ,217224.0,79656.84
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-128 FL OZ,31032.0,11656.08
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-64 FL OZ,104733.0,43550.46
2022,AZ,"MILK, FRESH-FLUID",MILK WHOLE FRESH CTR-64 FL OZ,34830.0,16617.15
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-128 FL OZ,186192.0,67769.64
2022,AZ,"MILK, FRESH-FLUID",MILK 2% FRESH CTR-128 FL OZ,403416.0,147843.72
2022,AZ,"MILK, FRESH-FLUID",MILK WHOLE FRESH CTR-128 FL OZ,123840.0,52891.2
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-128 FL OZ,93096.0,33821.28
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-64 FL OZ,244377.0,95332.95
2022,AZ,"MILK, FRESH-FLUID",MILK WHOLE FRESH CTR-64 FL OZ,313470.0,139194.45
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-128 FL OZ,186192.0,62555.04
2022,AZ,"MILK, FRESH-FLUID",MILK 2% FRESH CTR-128 FL OZ,527544.0,179856.36
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-64 FL OZ,34911.0,14024.34
2022,AZ,"MILK, FRESH-FLUID",MILK 1% FRESH CTR-128 FL OZ,62064.0,21287.16
2022,AZ,NUTS,ALMONDS ROASTED WHOLE SHELL PKG-12/2 LB,6246240.0,14995247.96
2022,AZ,NUTS,ALMOND NATURAL WHOLE SHELL CTN-12/2 LB,2217600.0,5331095.0
2022,AZ,SHELL EGG,EGGS 15 DOZEN,135000.0,160875.0
2022,CA,"BEANS, DRY",BEANS PINTO DRY PKG-24/1 LB,282240.0,228782.4
2022,CA,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,480000.0,1816736.0
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,532000.0,2275668.0
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,874000.0,4865960.8
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,190000.0,861840.0
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,646000.0,3647620.0
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,76000.0,335312.0
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,266000.0,1465420.6
2022,CA,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,40000.0,146000.0
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,76000.0,343520.0
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,227200.0,1269636.0
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,800.0,4504.0
2022,CA,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,760000.0,2774000.0
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,190000.0,853860.0
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,988000.0,5502156.0
2022,CA,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,40000.0,162400.0
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,489360.0,2322699.2
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,456000.0,2601100.0
2022,CA,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,40000.0,163600.0
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,194640.0,915660.8
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,114000.0,648660.0
2022,CA,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,40000.0,171200.0
2022,CA,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,200000.0,730480.0
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,251560.0,1167855.98
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,904640.0,4555719.24
2022,CA,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,40000.0,146016.0
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,90440.0,419457.23
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,121360.0,613994.57
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,38000.0,178800.9
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,38000.0,193469.4
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,190000.0,942210.0
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,1133080.0,7150220.32
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,186760.0,924327.96
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,158920.0,1004579.68
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,41240.0,203930.04
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,798000.0,4109414.36
2022,CA,"BEEF, COOKED",BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB,950000.0,5967330.0
2022,CA,"BEEF, COOKED",BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB,38000.0,191596.0
2022,CA,"BEEF, FRESH",BEEF FRESH BNLS BULK COMBO-20/2000 LB,280000.0,847276.0
2022,CA,"BEEF, FRESH",BEEF FRESH BNLS BULK COMBO-20/2000 LB,80000.0,252000.0
2022,CA,"BEEF, FRESH",BEEF FRESH BNLS BULK COMBO-20/2000 LB,40000.0,119908.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,2604000.0,9911693.4
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,84000.0,325827.6
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,1218000.0,4133199.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,882000.0,2995713.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,882000.0,3258914.4
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,168000.0,620205.6
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,252000.0,970200.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,1680000.0,5195400.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,840000.0,2619876.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,1680000.0,5176920.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,1554000.0,4801129.2
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,42000.0,126105.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,2184000.0,5456682.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,2100000.0,6364171.8
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,1176000.0,3525060.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,630000.0,1898799.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,504000.0,1632960.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,462000.0,1373295.0
2022,CA,"BEEF, GROUND",BEEF FINE GROUND FRZ CTN-40 LB,160000.0,564400.0
2022,CA,"BEEF, GROUND",BEEF FINE GROUND FRZ CTN-40 LB,20000.0,70400.0
2022,CA,"BEEF, GROUND",BEEF FINE GROUND FRZ CTN-40 LB,220000.0,777200.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,2310000.0,6689785.2
2022,CA,"BEEF, GROUND",BEEF FINE GROUND FRZ PKG-40/1 LB,40000.0,162000.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,1680000.0,4914504.01
2022,CA,"BEEF, GROUND",BEEF FINE GROUND FRZ CTN-40 LB,120000.0,464400.0
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,2520000.0,7846351.8
2022,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,378000.0,1228500.0
2022,CA,"BEEF, GROUND",BEEF FINE GROUND FRZ CTN-40 LB,240000.0,846000.0
2022,CA,"BEEF, ROAST",BEEF ROAST ROUND FRZ CTN-38-42 LB,200000.0,1061900.0
2022,CA,"BEEF, ROAST",BEEF ROAST ROUND FRZ CTN-38-42 LB,80000.0,427040.0
2022,CA,"BEEF, ROAST",BEEF ROAST ROUND FRZ CTN-38-42 LB,80000.0,399040.0
2022,CA,"BEEF, ROAST",BEEF ROAST ROUND FRZ CTN-38-42 LB,120000.0,610248.0
2022,CA,"BEEF, ROAST",BEEF ROAST ROUND FRZ CTN-38-42 LB,80000.0,398000.0
2022,CA,"BEEF, ROAST",BEEF ROAST ROUND FRZ CTN-38-42 LB,120000.0,607024.0
2022,CA,"BEEF, ROAST",BEEF ROAST ROUND FRZ CTN-38-42 LB,480000.0,3144000.0
2022,CA,"BEEF, ROAST",BEEF ROAST ROUND FRZ CTN-38-42 LB,440000.0,2584523.99
2022,CA,"BEEF, SPECIAL TRIM",BEEF BNLS SPECIAL TRM FRZ CTN-60 LB,168000.0,902815.2
2022,CA,"BEEF, SPECIAL TRIM",BEEF BNLS SPECIAL TRM FRZ CTN-60 LB,42000.0,227627.4
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKM SHRD FRZ BOX-30LB,900.0,1986.75
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKM SHRD FRZ BOX-30LB,603900.0,1219894.7
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LITE SHRED FRZ BOX-30 LB,120960.0,263156.54
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKM SHRD FRZ BOX-30LB,40320.0,81712.51
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM FRZ LVS-8/6 LB,322560.0,636491.52
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PT SKM UNFZ PROC PK(41125),1727250.0,3316591.44
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM FRZ LVS-8/6 LB,241920.0,483352.11
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PT SKM UNFZ PROC PK(41125),164500.0,317628.95
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKM SHRD FRZ BOX-30LB,161280.0,292448.55
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKM SHRD FRZ BOX-30LB,40320.0,77466.82
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM FRZ LVS-8/6 LB,120960.0,216590.97
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PT SKM UNFZ PROC PK(41125),904750.0,1609422.75
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM FRZ LVS-8/6 LB,241920.0,468635.34
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PT SKM UNFZ PROC PK(41125),41125.0,73486.26
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKM SHRD FRZ BOX-30LB,80640.0,168146.5
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PT SKM UNFZ PROC PK(41125),287875.0,567249.48
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM FRZ LVS-8/6 LB,161280.0,355251.46
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PT SKM UNFZ PROC PK(41125),41125.0,82722.94
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKM SHRD FRZ BOX-30LB,120960.0,273026.88
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM FRZ LVS-8/6 LB,322560.0,731638.64
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PT SKM UNFZ PROC PK(41125),945875.0,2098637.55
2022,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM FRZ LVS-8/6 LB,241920.0,571572.3
