Year,Origin State,Material Group Description,Material Description,Purchased Quantity LB,Purchased Value $
2012,AR,"CHICKEN, BULK",CHICKEN SMALL CHILLED -BULK,756000.0,570628.8
2012,AR,"CHICKEN, BULK",CHICKEN SMALL CHILLED -BULK,720000.0,547056.0
2012,AR,"CHICKEN, COOKED",CHICKEN DICED CTN-40 LB,160000.0,401456.0
2012,AR,"VEGETABLE, CANNED",BEANS REFRIED CAN-24/300,183600.0,92519.1
2012,AR,"VEGETABLE, CANNED",BEANS REFRIED CAN-24/300,36720.0,18130.5
2012,AR,"VEGETABLE, CANNED",BEANS PINTO CAN-6/10,104976.0,41567.04
2012,AR,"VEGETABLE, CANNED",BEANS REFRIED CAN-6/10,254016.0,117400.32
2012,AR,"CHICKEN, BULK",CHICKEN SMALL CHILLED -BULK,468000.0,379735.2
2012,AR,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,663000.0,1438401.91
2012,AR,"CHICKEN, COOKED",CHICKEN DICED CTN-40 LB,40000.0,91332.0
2012,AR,"CHICKEN, COOKED",CHICKEN DICED CTN-40 LB,360000.0,850276.0
2012,AR,"CHICKEN, FROZEN",CHICKEN LEG QTR CTN-40 LB,40000.0,25600.0
2012,AR,"CHICKEN, FROZEN",CHICKEN LEG QTR CTN-40 LB,720000.0,460800.0
2012,AR,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,273000.0,584551.5
2012,AR,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,195000.0,423801.3
2012,AR,"CHICKEN, BULK",CHICKEN LARGE CHILLED -BULK,1188000.0,867427.2
2012,AR,"VEGETABLE, CANNED",BEANS REFRIED CAN-24/300,73440.0,37714.5
2012,AR,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-24/300,71145.0,41157.0
2012,AR,"CHICKEN, BULK",CHICKEN LARGE CHILLED -BULK,1018080.0,755757.19
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,881280.0,474682.5
2012,AR,"VEGETABLE, CANNED",SPINACH CAN-24/300,712215.0,388262.15
2012,AR,"VEGETABLE, CANNED",HOMINY CAN-24/300,35955.0,19997.1
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,220320.0,115668.0
2012,AR,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,214020.0,127612.5
2012,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,142680.0,42527.25
2012,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,142680.0,39729.0
2012,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,642060.0,188661.5
2012,AR,"CHICKEN, COOKED",CHICKEN DICED CTN-40 LB,280000.0,664076.0
2012,AR,"CHICKEN, BULK",CHICKEN LARGE CHILLED -BULK,1090800.0,773522.6
2012,AR,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,195000.0,408271.5
2012,AR,"CHICKEN, COOKED",CHICKEN DICED CTN-40 LB,40000.0,94868.0
2012,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,36000.0,37530.0
2012,AR,"VEGETABLE, CANNED",SPINACH CAN-24/300,847875.0,453007.5
2012,AR,"VEGETABLE, CANNED",SPINACH CAN-24/300,33915.0,16876.75
2012,AR,"VEGETABLE, CANNED",SPINACH CAN-24/300,67830.0,36289.05
2012,AR,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,220320.0,98501.4
2012,AR,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-24/300,1245037.5,653784.3
2012,AR,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,73440.0,31395.6
2012,AR,"TURKEY, COOKED",TURKEY BREAST DELI FRZ CTN-40 LB,80000.0,171176.0
2012,AR,"TURKEY, COOKED",TURKEY BREAST SMKD DELI FRZ CTN-40 LB,40000.0,90568.0
2012,AR,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,285360.0,123748.25
2012,AR,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,713400.0,298008.5
2012,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,35670.0,10526.75
2012,AR,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,1105770.0,473273.25
2012,AR,"VEGETABLE, CANNED",BEANS GREEN CAN-24/300,176175.0,85082.4
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,619650.0,338094.0
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,330480.0,149863.5
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,36450.0,17949.6
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,36720.0,16447.5
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,145800.0,77743.8
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,367200.0,167917.5
2012,AR,"CHICKEN, BULK",CHICKEN SMALL CHILLED -BULK,2160000.0,1818504.0
2012,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,144000.0,150120.0
2012,AR,"CHICKEN, FROZEN",CHICKEN LEG QTR CTN-40 LB,680000.0,452891.99
2012,AR,"CHICKEN, BULK",CHICKEN SMALL CHILLED -BULK,1440000.0,1241856.0
2012,AR,"TURKEY, BULK",TURKEY THIGHS BNLS SKNLS CHILLED-BULK,216000.0,211680.0
2012,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,180000.0,188820.0
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,36450.0,17949.6
2012,AR,"VEGETABLE, CANNED",BEANS GREEN CAN-24/300,140940.0,67991.4
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,765450.0,426594.6
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,367200.0,167841.0
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,72900.0,35899.2
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,218700.0,114129.0
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,110160.0,51637.5
2012,AR,"VEGETABLE, CANNED",BEANS GARBANZO CAN-6/10,314928.0,126731.52
2012,AR,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-6/10,1795162.5,691000.11
2012,AR,"VEGETABLE, CANNED",BEANS PINTO CAN-6/10,1014768.0,387339.84
2012,AR,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-6/10,734832.0,272626.56
2012,AR,"VEGETABLE, CANNED",BEANS RED KIDNEY CAN-6/10,174960.0,73249.92
2012,AR,"VEGETABLE, CANNED",BEANS REFRIED CAN-6/10,1052352.0,459051.84
2012,AR,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-6/10,24421.5,10317.33
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,36450.0,17949.6
2012,AR,"VEGETABLE, CANNED",BEANS GREEN CAN-24/300,140940.0,67991.4
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,437400.0,235288.8
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,440640.0,202572.0
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,36720.0,16447.5
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,291600.0,152798.4
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,36720.0,16447.5
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,12064950.0,6117913.8
2012,AR,"CHICKEN, BULK",CHICKEN SMALL CHILLED -BULK,1296000.0,1152662.4
2012,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,144000.0,151560.0
2012,AR,"VEGETABLE, FRESH",POTATOES RUSSET FRESH BAG-10/5 LB,880000.0,188232.0
2012,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,144000.0,154800.01
2012,AR,"VEGETABLE, CANNED",SWEET POTATOES W/ SYRUP CAN-24/300,1308150.0,992296.8
2012,AR,"VEGETABLE, CANNED",SPINACH CAN-24/300,678300.0,359014.5
2012,AR,"VEGETABLE, CANNED",SWEET POTATOES W/ SYRUP CAN-24/300,34425.0,27585.9
2012,AR,"VEGETABLE, CANNED",SWEET POTATOES W/ SYRUP CAN-24/300,240977.97,184933.39
2012,AR,"VEGETABLE, CANNED",SPINACH CAN-24/300,67830.0,36256.75
2012,AR,"FRUIT, JUICE",GRAPEFRUIT JUCE PLST BTL-8/64 FL OZ,142680.0,51690.75
2012,AR,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,36720.0,17885.7
2012,AR,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-24/300,711450.0,353108.7
2012,AR,"VEGETABLE, CANNED",BEANS REFRIED CAN-24/300,220320.0,105478.2
2012,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,321030.0,84480.5
2012,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,142680.0,37105.0
2012,AR,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,73440.0,35190.0
2012,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,392370.0,110689.75
2012,AR,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-24/300,2454502.5,1194073.2
2012,AR,"VEGETABLE, CANNED",BEANS LIGHT RED KIDNEY CAN-24/300,35572.5,19323.9
2012,AR,"VEGETABLE, CANNED",BEANS PINTO CAN-24/300,1031602.5,469633.5
2012,AR,"VEGETABLE, CANNED",BEANS REFRIED CAN-24/300,477360.0,232973.1
2012,AR,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,749070.0,208126.25
2012,AR,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,178350.0,75255.5
2012,AR,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,499380.0,199249.75
2012,AR,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,1319790.0,544367.25
2012,AR,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,5849880.0,2406700.0
2012,AR,"VEGETABLE, CANNED",BEANS GREEN CAN-24/300,352350.0,169792.2
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,437400.0,228355.2
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,734400.0,357637.5
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,36450.0,20962.8
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,73440.0,37638.0
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-24/300,473850.0,244798.2
2012,AR,"VEGETABLE, CANNED",POTATOES WHT SLICES CAN-24/300,73440.0,33277.5
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-6/10,1501.0,629.21
2012,AR,"VEGETABLE, CANNED",CARROTS CAN-6/10,2844395.0,1227089.73
2012,AR,"TURKEY, COOKED",TURKEY BREAST DELI FRZ CTN-40 LB,160000.0,370400.0
2012,AR,"TURKEY, COOKED",TURKEY BREAST SMKD DELI FRZ CTN-40 LB,240000.0,552000.0
2012,AR,"TURKEY, BULK",TURKEY CHILLED -BULK,36000.0,39204.0
2012,AR,"CHICKEN, FROZEN",CHICKEN LEG QTR FRZ BAG-4/10 LB,8474000.0,5347386.6
2012,AR,"CHICKEN, FROZEN",CHICKEN LEG QTR FRZ BAG-4/10 LB,2280000.0,1402093.6
2012,AR,"CHICKEN, FROZEN",CHICKEN THIGHS FRZ PKG-8/5 LB,798000.0,477515.61
2012,AR,"CHICKEN, FROZEN",CHICKEN LEG QTR FRZ BAG-4/10 LB,13414000.0,7931549.98
2012,AR,"CHICKEN, FROZEN",CHICKEN LEG QTRS FRZ PKG-8/5 LB,3002000.0,2049780.8
2012,AR,"CHICKEN, FROZEN",CHICKEN LEG QTRS FRZ PKG-8/5 LB,380000.0,247972.8
2012,AR Total,,,133752941.97,74436398.52000001
2012,AZ,"PASTA, MACARONI",PASTA MACARONI PLAIN ELBOW CTN-20 LB,80000.0,32184.0
2012,AZ,"PASTA, MACARONI",PASTA MACARONI PLAIN ELBOW PKG-24/1 LB,367200.0,155341.92
2012,AZ,"PASTA, MACARONI",PASTA ROTINI MACARONI CTN-20 LB,28000.0,11818.8
2012,AZ,"PASTA, MACARONI",WHOLE GRAIN PASTA MACARONI CTN-20 LB,120000.0,52576.0
2012,AZ,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC CTN-20 LB,168000.0,71702.4
2012,AZ,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC PKG-20/1 LB,442000.0,210432.8
2012,AZ,"PASTA, OTHER",EGGNOODLE 1/2 INCH WIDE PKG-12/1 LB,506880.0,333764.37
2012,AZ,"PASTA, OTHER",PASTA SPAGHETTI CTN-20 LB,40000.0,19600.0
2012,AZ,"PASTA, OTHER",PASTA SPAGHETTI PKG-12/2 LB,2407200.0,974924.16
2012,AZ,"FRUIT, DRIED",FRUIT AND NUT MIX DRIED PKG-5/5 LB,145600.0,321918.68
2012,AZ,"FRUIT, JUICE",ORANGE JUICE SINGLE CTN-70/4 OZ,1313280.0,719616.0
2012,AZ,"FRUIT, DRIED",FRUIT AND NUT MIX DRIED PKG-24/1 LB,244608.0,650147.68
2012,AZ,"FRUIT, DRIED",FRUIT AND NUT MIX DRIED PKG-24/1 LB,349440.0,1006430.9
2012,AZ,"FRUIT, DRIED",FRUIT MIX DRIED PKG-5/5 LB,72800.0,153539.57
2012,AZ,"FRUIT, DRIED",FRUIT AND NUT MIX DRIED PKG-24/1 LB,244608.0,568570.94
2012,AZ,"FRUIT, JUICE",ORANGE JUICE SINGLE CTN-70/4 OZ,3100800.0,1508985.6
2012,AZ Total,,,9630416.0,6791553.82
2012,CA,"CEREAL, PROCESSED",FARINA WHEAT PKG-24/14 OZ,1164240.0,785726.18
2012,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LITE SHRED FRZ BOX-30 LB,524160.0,1022918.42
2012,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM FRZ LVS-8/6 LB,6935040.0,13161517.47
2012,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM UNFZ PROCESSR PK,7499520.0,13428930.31
2012,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM UNFZ PROCESSR PK,4112910.0,7404321.04
2012,CA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKM SHRD FRZ BOX-30LB,927360.0,1781007.03
2012,CA,"CHEESE, NATURAL AMER",CHEESE CHED RDU FAT WHT SHRED BAG-6/5 LB,76800.0,150320.64
2012,CA,"CHEESE, NATURAL AMER",CHEESE CHED RDU FAT YEL CUTS-4/10 LB,159800.0,348188.24
2012,CA,"CHEESE, NATURAL AMER",CHEESE CHED RDU FAT YEL SHRED BAG-6/5 LB,230400.0,491347.2
2012,CA,"CHEESE, NATURAL AMER",CHEESE CHED WHT CUTS-4/10 LB,79900.0,169451.94
2012,CA,"CHEESE, NATURAL AMER",CHEESE CHED YEL CUTS-4/10 LB,319600.0,705109.55
2012,CA,"CHEESE, NATURAL AMER",CHEESE CHED YEL SHRED BAG-6/5 LB,345600.0,666366.73
2012,CA,"CHEESE, NATURAL AMER",CHEESE NATURAL AMER FBD BARREL-500 LB,21280171.1,42048458.54
2012,CA,"CRACKER PROD, PROC","WHOLE WHEAT TORTILLA 8"" CTN-12/24 1.5",283500.0,195007.5
2012,CA,"FLOUR, WHEAT",FLOUR ALL PURP ENRCH BLCH BAG-50 LB,129600.0,30533.76
2012,CA,"PASTA, MACARONI",PASTA MACARONI PLAIN ELBOW CTN-20 LB,40000.0,30000.0
2012,CA,"PASTA, MACARONI",PASTA MACARONI PLAIN ELBOW PKG-24/1 LB,693600.0,401786.16
2012,CA,"PASTA, MACARONI",PASTA MACARONI PLAIN ELBOW PKG-24/1 LB,489600.0,253119.12
2012,CA,"PASTA, MACARONI",PASTA MACARONI PLAIN ELBOW PKG-24/1 LB,204000.0,109005.36
2012,CA,"PASTA, MACARONI",PASTA MACARONI PLAIN ELBOW PKG-24/1 LB,244800.0,97430.4
2012,CA,"PASTA, MACARONI",WHOLE GRAIN PASTA MACARONI CTN-20 LB,80000.0,33960.0
2012,CA,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC CTN-20 LB,56000.0,31995.6
2012,CA,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC PKG-20/1 LB,136000.0,69428.0
2012,CA,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC PKG-20/1 LB,408000.0,218439.8
2012,CA,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC PKG-20/1 LB,68000.0,42282.4
2012,CA,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC PKG-20/1 LB,204000.0,87720.0
2012,CA,"PASTA, OTHER",EGGNOODLE 1/2 INCH WIDE PKG-12/1 LB,23040.0,16392.96
2012,CA,"PASTA, OTHER",EGGNOODLE 1/2 INCH WIDE PKG-12/1 LB,322560.0,216698.11
2012,CA,"PASTA, OTHER",EGGNOODLE 1/2 INCH WIDE PKG-12/1 LB,46080.0,38550.52
2012,CA,"PASTA, OTHER",PASTA SPAGHETTI PKG-12/2 LB,448800.0,251205.6
2012,CA,"PASTA, OTHER",PASTA SPAGHETTI PKG-12/2 LB,571200.0,302948.16
2012,CA,"PASTA, OTHER",PASTA SPAGHETTI PKG-12/2 LB,489600.0,270544.79
2012,CA,"PASTA, OTHER",PASTA SPAGHETTI PKG-12/2 LB,734400.0,298166.4
2012,CA,"PASTA, OTHER",WHOLE GRAIN SPAGHETTI CTN-20 LB,40000.0,16240.0
2012,CA,"RICE, GRAIN",RICE BRN US#1 BAG-25 LB,126000.0,39286.8
2012,CA,"RICE, GRAIN",RICE US#1 MEDIUM GRAIN BAG-25 LB,168000.0,80257.8
2012,CA,"RICE, GRAIN",RICE US#1 MEDIUM GRAIN BAG-25 LB,294000.0,140880.6
2012,CA,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/2 LB,42000.0,15943.2
2012,CA,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/2 LB,168000.0,64251.6
2012,CA,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-30/2 LB,252000.0,98078.4
2012,CA,"VEGETABLE, CANNED",TOMATO SALSA CAN-6/10,36252.0,17437.44
